pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,0,0,0,0,22,1,89,1,,,,,425.5612646000004,426.5787513,426.5787513,426.5787513,426.5787513,426.5787513,427.56084690000034,427.56084690000034,v,1,0.4671173000001545,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,22,2,90,2,,,,,428.0597008,429.04382680000026,429.04382680000026,429.04382680000026,429.04382680000026,429.06028470000047,430.0593539000006,430.0593539000006,c,1,0.4731485999996039,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,22,3,91,3,,,,,430.55977050000047,431.5600234999997,431.5600234999997,431.5600234999997,431.5600234999997,431.5600234999997,432.5592827000005,432.5592827000005,z,1,0.45779910000010204,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,23,0,92,0,,,,,433.04124939999974,434.0406460999998,434.0406460999998,434.0406460999998,434.0406460999998,434.05859720000035,435.0253512000004,435.0253512000004,x,1,0.5547599999995327,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,23,1,93,1,,,,,435.6080149000004,436.6079609000003,436.6079609000003,436.6079609000003,436.6079609000003,436.6079609000003,437.6079757000002,437.6079757000002,v,1,0.6022678000003907,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,23,2,94,2,,,,,438.24006990000044,439.2405373000006,439.2405373000006,439.2405373000006,439.2405373000006,439.2405373000006,440.2397253000004,440.2397253000004,c,1,0.39798649999966074,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,23,3,95,3,,,,,440.6563153000002,441.657095,441.657095,441.657095,441.657095,441.657095,442.65568050000047,442.65568050000047,z,1,0.41850919999933467,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,24,0,96,0,,,,,443.1049576999999,444.0896539999999,444.0896539999999,444.0896539999999,444.0896539999999,444.10600960000056,445.10506380000015,445.10506380000015,x,1,0.39322690000017246,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,24,1,97,1,,,,,445.5215579999999,446.5220036000005,446.5220036000005,446.5220036000005,446.5220036000005,446.5220036000005,447.52185150000014,447.52185150000014,v,1,0.4116282999998475,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,24,2,98,2,,,,,447.9540013999999,448.9541599999998,448.9541599999998,448.9541599999998,448.9541599999998,448.9541599999998,449.95373880000034,449.95373880000034,c,1,0.48982289999958084,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,24,3,99,3,,,,,450.47010569999975,451.4540086000002,451.4540086000002,451.4540086000002,451.4540086000002,451.46990959999994,452.4697245000002,452.4697245000002,z,1,0.46340809999992416,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,25,0,100,0,,,,,452.95185400000037,453.93613740000046,453.93613740000046,453.93613740000046,453.93613740000046,453.9523426999999,454.95203600000013,454.95203600000013,x,1,0.7455451000000721,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,25,1,101,1,,,,,455.71873430000005,456.70186070000045,456.70186070000045,456.70186070000045,456.70186070000045,456.7182200000002,457.71692570000005,457.71692570000005,v,1,0.5169576000002962,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,25,2,102,2,,,,,458.25097849999975,459.23441649999995,459.23441649999995,459.23441649999995,459.23441649999995,459.25087099999973,460.2504277000003,460.2504277000003,c,1,0.6305176999999276,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,25,3,103,3,,,,,460.90032329999985,461.9007034000001,461.9007034000001,461.9007034000001,461.9007034000001,461.9007034000001,462.8992447000005,462.8992447000005,z,1,0.646006600000419,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,26,0,104,0,,,,,463.5654830999997,464.5498773000004,464.5498773000004,464.5498773000004,464.5498773000004,464.5663657,465.56521740000017,465.56521740000017,x,1,0.4982005000006211,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,26,1,105,1,,,,,466.0824146,467.08295709999993,467.08295709999993,467.08295709999993,467.08295709999993,467.08295709999993,468.0814114,468.0814114,v,1,0.42891800000006697,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,26,2,106,2,,,,,468.5310153000005,469.52991620000057,469.52991620000057,469.52991620000057,469.52991620000057,469.54761590000044,470.5303909999998,470.5303909999998,c,1,0.4409863999994741,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,26,3,107,3,,,,,470.99679200000037,471.9974530000004,471.9974530000004,471.9974530000004,471.9974530000004,471.9974530000004,472.99577309999995,472.99577309999995,z,1,0.6889849000003778,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,27,0,108,0,,,,,473.71247809999977,474.7132876999999,474.7132876999999,474.7132876999999,474.7132876999999,474.7132876999999,475.7130865000004,475.7130865000004,x,1,0.8042006999999103,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,27,1,109,1,,,,,476.54556470000034,477.5453418000002,477.5453418000002,477.5453418000002,477.5453418000002,477.5453418000002,478.54551370000036,478.54551370000036,v,1,0.3876588999996784,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,27,2,110,2,,,,,478.9614277000005,479.96169770000006,479.96169770000006,479.96169770000006,479.96169770000006,479.96169770000006,480.9612787000001,480.9612787000001,c,1,0.5824272999993809,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,27,3,111,3,,,,,481.56066150000015,482.56076470000016,482.56076470000016,482.56076470000016,482.56076470000016,482.56076470000016,483.5601234999999,483.5601234999999,z,1,0.6622304999996231,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,28,0,112,0,,,,,484.2428795000001,485.2433997000003,485.2433997000003,485.2433997000003,485.2433997000003,485.2433997000003,486.24303830000053,486.24303830000053,x,1,0.5655965999999353,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,28,1,113,1,,,,,486.82544689999986,487.8244817,487.8244817,487.8244817,487.8244817,487.8244817,488.8250750000002,488.8250750000002,v,1,0.5610062000000653,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,28,2,114,2,,,,,489.4080939999999,490.42346880000014,490.42346880000014,490.42346880000014,490.42346880000014,490.42346880000014,491.4075284000005,491.4075284000005,c,1,0.43392480000011346,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,28,3,115,3,,,,,491.87420880000036,492.87328279999974,492.87328279999974,492.87328279999974,492.87328279999974,492.87328279999974,493.87356279999995,493.87356279999995,z,1,0.9232768999995642,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,29,0,116,0,,,,,494.82295230000045,495.8392872999998,495.8392872999998,495.8392872999998,495.8392872999998,495.8392872999998,496.82274220000045,496.82274220000045,x,1,0.5387750999993841,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,29,1,117,1,,,,,497.38896780000005,498.3884979999998,498.3884979999998,498.3884979999998,498.3884979999998,498.3884979999998,499.38849489999984,499.38849489999984,v,1,0.468746199999714,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,29,2,118,2,,,,,499.8878328000005,500.88693470000044,500.88693470000044,500.88693470000044,500.88693470000044,500.9048249000002,501.8877941000005,501.8877941000005,c,1,0.5378192000002855,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,29,3,119,3,,,,,502.4538881000003,503.4532389000001,503.4532389000001,503.4532389000001,503.4532389000001,503.4715382999998,504.4540542999998,504.4540542999998,z,1,0.3515416000004734,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,30,0,120,0,,,,,504.8366467000001,505.85213950000025,505.85213950000025,505.85213950000025,505.85213950000025,505.85213950000025,506.83584999999994,506.83584999999994,x,1,0.49677899999960573,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,30,1,121,1,,,,,507.35260570000037,508.35262850000026,508.35262850000026,508.35262850000026,508.35262850000026,508.35262850000026,509.35199000000057,509.35199000000057,v,1,0.3853516000003765,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,30,2,122,2,,,,,509.7680497000006,510.7676800000004,510.7676800000004,510.7676800000004,510.7676800000004,510.785163,511.76764049999974,511.76764049999974,c,1,0.3340848000002552,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,30,3,123,3,,,,,512.1342288999999,513.1337845000003,513.1337845000003,513.1337845000003,513.1337845000003,513.1337845000003,514.1335343000005,514.1335343000005,z,1,0.4904903000001468,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,31,0,124,0,,,,,514.6506835000005,515.6504626999999,515.6504626999999,515.6504626999999,515.6504626999999,515.6504626999999,516.6507187000002,516.6507187000002,x,1,0.5856056999996326,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,31,1,125,1,,,,,517.2661578000002,518.2659368,518.2659368,518.2659368,518.2659368,518.2659368,519.2659331999998,519.2659331999998,v,1,0.4614114000000882,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,31,2,126,2,,,,,519.7485036000003,520.7482487000002,520.7482487000002,520.7482487000002,520.7482487000002,520.7664123,521.7480201000003,521.7480201000003,c,1,0.4886650000003101,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,31,3,127,3,,,,,522.2649062000005,523.2649094000003,523.2649094000003,523.2649094000003,523.2649094000003,523.2649094000003,524.2641605000003,524.2641605000003,z,1,0.43662799999992785,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,32,0,128,0,,,,,524.7303652000005,525.7299797999999,525.7299797999999,525.7299797999999,525.7299797999999,525.7299797999999,526.7298072999997,526.7298072999997,x,1,0.46293760000071416,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,32,1,129,1,,,,,527.2129307999999,528.2123949000002,528.2123949000002,528.2123949000002,528.2123949000002,528.2123949000002,529.21272,529.21272,v,1,0.3853966000001492,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,32,2,130,2,,,,,529.6290861000002,530.6297939000001,530.6297939000001,530.6297939000001,530.6297939000001,530.6297939000001,531.6284351999998,531.6284351999998,c,1,0.7339976999996907,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,32,3,131,3,,,,,532.3947952000003,533.3782105000005,533.3782105000005,533.3782105000005,533.3782105000005,533.3951333,534.3949155000005,534.3949155000005,z,1,0.33936019999919154,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,33,0,132,0,,,,,534.7609087000005,535.7603565000004,535.7603565000004,535.7603565000004,535.7603565000004,535.7603565000004,536.7607457999998,536.7607457999998,x,1,0.41313320000017484,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,33,1,133,1,,,,,537.1936907000004,538.1927019999998,538.1927019999998,538.1927019999998,538.1927019999998,538.1927019999998,539.1935600000002,539.1935600000002,v,1,0.48600779999969745,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,33,2,134,2,,,,,539.7091049000005,540.7096631,540.7096631,540.7096631,540.7096631,540.7096631,541.7085754000004,541.7085754000004,c,1,0.6898317000000134,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,33,3,135,3,,,,,542.4251502000002,543.4254627000005,543.4254627000005,543.4254627000005,543.4254627000005,543.4254627000005,544.4240521000006,544.4240521000006,z,1,0.42690149999953064,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,34,0,136,0,,,,,544.8749426999998,545.8748965,545.8748965,545.8748965,545.8748965,545.8748965,546.8739036000002,546.8739036000002,x,1,0.585356199999751,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,34,1,137,1,,,,,547.4899574000005,548.4896490000006,548.4896490000006,548.4896490000006,548.4896490000006,548.4896490000006,549.4893838000003,549.4893838000003,v,1,0.4669375999997101,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,34,2,138,2,,,,,549.9729086000002,550.9731612,550.9731612,550.9731612,550.9731612,550.9731612,551.9719931000004,551.9719931000004,c,1,0.4155351000003975,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,34,3,139,3,,,,,552.4058637000003,553.4055801999998,553.4055801999998,553.4055801999998,553.4055801999998,553.4055801999998,554.4052106000004,554.4052106000004,z,1,0.4480034000002888,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,35,0,140,0,,,,,554.8717658999999,555.8710476000001,555.8710476000001,555.8710476000001,555.8710476000001,555.8710476000001,556.870461,556.870461,x,1,0.7572504000004301,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,35,1,141,1,,,,,557.6533838999999,558.6539771000002,558.6539771000002,558.6539771000002,558.6539771000002,558.6539771000002,559.6531841000001,559.6531841000001,v,1,0.558647800000017,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,35,2,142,2,,,,,560.2360644000005,561.2365230999999,561.2365230999999,561.2365230999999,561.2365230999999,561.2365230999999,562.2359498999999,562.2359498999999,c,1,0.3616809000000103,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,35,3,143,3,,,,,562.6192560000004,563.6194087999997,563.6194087999997,563.6194087999997,563.6194087999997,563.6194087999997,564.6177552000004,564.6177552000004,z,1,0.6349464999998418,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,36,0,144,0,,,,,565.2841048000005,566.2683128000003,566.2683128000003,566.2683128000003,566.2683128000003,566.2849351,567.2837923000002,567.2837923000002,x,1,0.7012712999999167,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,36,1,145,1,,,,,568.0174803000004,569.0006193000004,569.0006193000004,569.0006193000004,569.0006193000004,569.0170825999999,570.0167723999998,570.0167723999998,v,1,0.8098427999998421,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,36,2,146,2,,,,,570.8495131000004,571.8504403000002,571.8504403000002,571.8504403000002,571.8504403000002,571.8504403000002,572.8483535999999,572.8483535999999,c,1,0.5344512999995459,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,36,3,147,3,,,,,573.3991867999998,574.4146089999999,574.4146089999999,574.4146089999999,574.4146089999999,574.4146089999999,575.3984495999998,575.3984495999998,z,1,0.45480520000046454,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,37,0,148,0,,,,,575.8814869000003,576.8811104000001,576.8811104000001,576.8811104000001,576.8811104000001,576.8811104000001,577.8800827,577.8800827,x,1,0.5728503999994246,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,37,1,149,1,,,,,578.4806918999998,579.4801214000004,579.4801214000004,579.4801214000004,579.4801214000004,579.4801214000004,580.4795815000002,580.4795815000002,v,1,0.4151606999998876,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,37,2,150,2,,,,,580.9132560000003,581.9129312999999,581.9129312999999,581.9129312999999,581.9129312999999,581.9129312999999,582.9118284000001,582.9118284000001,c,1,0.552874200000133,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,37,3,151,3,,,,,583.4957385000002,584.5118205000003,584.5118205000003,584.5118205000003,584.5118205000003,584.5118205000003,585.4956317000001,585.4956317000001,z,1,0.3912075000002915,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,38,0,152,0,,,,,585.9117221000001,586.9109165000004,586.9109165000004,586.9109165000004,586.9109165000004,586.9109165000004,587.9103140000002,587.9103140000002,x,1,0.5139150999998492,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,38,1,153,1,,,,,588.4436836,589.4444067,589.4444067,589.4444067,589.4444067,589.4444067,590.4438796,590.4438796,v,1,0.5679384999998547,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,38,2,154,2,,,,,591.0432943999999,592.0432071999999,592.0432071999999,592.0432071999999,592.0432071999999,592.0432071999999,593.0420874000006,593.0420874000006,c,1,0.5186418999996931,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,38,3,155,3,,,,,593.5923385000001,594.5915858000003,594.5915858000003,594.5915858000003,594.5915858000003,594.6089918000002,595.5926040999998,595.5926040999998,z,1,0.6045942999994622,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,39,0,156,0,,,,,596.2251191999999,597.226228,597.226228,597.226228,597.226228,597.226228,598.2241995999998,598.2241995999998,x,1,0.6115327000002253,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,39,1,157,1,,,,,598.8579999999997,599.8578498000002,599.8578498000002,599.8578498000002,599.8578498000002,599.8578498000002,600.8567150000003,600.8567150000003,v,1,0.6052125999999589,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,39,2,158,2,,,,,601.4905547000003,602.4903962000003,602.4903962000003,602.4903962000003,602.4903962000003,602.4903962000003,603.4896983000003,603.4896983000003,c,1,0.5468479000005573,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,39,3,159,3,,,,,604.0557537999998,605.0558197000005,605.0558197000005,605.0558197000005,605.0558197000005,605.0558197000005,606.0548555999999,606.0548555999999,z,1,0.3904795000003105,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,40,0,160,0,,,,,606.4721045000001,607.4725700000004,607.4725700000004,607.4725700000004,607.4725700000004,607.4725700000004,608.4714349000001,608.4714349000001,x,1,0.6548459999999068,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,40,1,161,1,,,,,609.1541352999998,610.1544633999997,610.1544633999997,610.1544633999997,610.1544633999997,610.1544633999997,611.1542750000003,611.1542750000003,v,1,0.39984860000049594,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,40,2,162,2,,,,,611.5867562999997,612.5856522999998,612.5856522999998,612.5856522999998,612.5856522999998,612.6033841000003,613.5855152999998,613.5855152999998,c,1,0.5467772000006335,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,40,3,163,3,,,,,614.1525149000004,615.1521041000001,615.1521041000001,615.1521041000001,615.1521041000001,615.1521041000001,616.1524946000004,616.1524946000004,z,1,0.4723556000003555,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,41,0,164,0,,,,,616.6518099999998,617.6675958000001,617.6675958000001,617.6675958000001,617.6675958000001,617.6675958000001,618.6514732,618.6514732,x,1,0.5694531000003735,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,41,1,165,1,,,,,619.2513137000001,620.2514839,620.2514839,620.2514839,620.2514839,620.2514839,621.2511424999998,621.2511424999998,v,1,0.6784317000006013,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,41,2,166,2,,,,,621.9502953000006,622.9506560000004,622.9506560000004,622.9506560000004,622.9506560000004,622.9506560000004,623.9497759999999,623.9497759999999,c,1,0.4730678999999327,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,41,3,167,3,,,,,624.4497218000001,625.4497839999999,625.4497839999999,625.4497839999999,625.4497839999999,625.4497839999999,626.4492981999997,626.4492981999997,z,1,0.38415630000008605,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,42,0,168,0,,,,,626.8654247,627.8653642000004,627.8653642000004,627.8653642000004,627.8653642000004,627.8653642000004,628.8649140000002,628.8649140000002,x,1,0.4413840000001983,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,42,1,169,1,,,,,629.3313756000002,630.3316713999998,630.3316713999998,630.3316713999998,630.3316713999998,630.3316713999998,631.3308658000001,631.3308658000001,v,1,0.4241978000004565,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,42,2,170,2,,,,,631.7808030000001,632.7799488000005,632.7799488000005,632.7799488000005,632.7799488000005,632.7799488000005,633.7807362999997,633.7807362999997,c,1,0.5086882000000514,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,42,3,171,3,,,,,634.3129694000004,635.3130404999997,635.3130404999997,635.3130404999997,635.3130404999997,635.3130404999997,636.3124995000003,636.3124995000003,z,1,0.4845196000001124,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,43,0,172,0,,,,,636.8293098999998,637.8286205999998,637.8286205999998,637.8286205999998,637.8286205999998,637.8446964,638.8288819000004,638.8288819000004,x,1,0.6182428999995864,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,43,1,173,1,,,,,639.4780541000005,640.4775026000002,640.4775026000002,640.4775026000002,640.4775026000002,640.4950955999998,641.4777278000006,641.4777278000006,v,1,0.41926289999946675,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,43,2,174,2,,,,,641.9273180000005,642.9263944999998,642.9263944999998,642.9263944999998,642.9263944999998,642.9263944999998,643.9272445000001,643.9272445000001,c,1,0.7807126000002427,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,43,3,175,3,,,,,644.7261278999999,645.7259687000001,645.7259687000001,645.7259687000001,645.7259687000001,645.7259687000001,646.7260197999999,646.7260197999999,z,1,0.5857471000003898,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,44,0,176,0,,,,,647.3424496000002,648.3430377999998,648.3430377999998,648.3430377999998,648.3430377999998,648.3430377999998,649.3422616000003,649.3422616000003,x,1,0.6233308000005309,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,44,1,177,1,,,,,649.9920413000004,650.9921884999999,650.9921884999999,650.9921884999999,650.9921884999999,650.9921884999999,651.9917980000005,651.9917980000005,v,1,0.5522395000002689,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,44,2,178,2,,,,,652.5740331000002,653.5730047000002,653.5730047000002,653.5730047000002,653.5730047000002,653.5911392000003,654.5735617000005,654.5735617000005,c,1,0.7564151999999922,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-150,z,0,0,0,0,44,3,179,3,,,,,655.3570052999999,656.3569668000005,656.3569668000005,656.3569668000005,656.3569668000005,656.3569668000005,657.3560495000006,657.3560495000006,z,1,0.4288024000002224,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
-50,x,0,0,0,0,45,0,180,0,,,,,657.8051135000001,658.7892973000003,658.7892973000003,658.7892973000003,658.7892973000003,658.8061575000006,659.8052758999997,659.8052758999997,x,1,0.5095240000005106,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
150,v,0,0,0,0,45,1,181,1,,,,,660.3386783999999,661.3390284000002,661.3390284000002,661.3390284000002,661.3390284000002,661.3390284000002,662.3384212000005,662.3384212000005,v,1,0.48486760000059803,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
50,c,0,0,0,0,45,2,182,2,,,,,662.8544253000005,663.8535119000003,663.8535119000003,663.8535119000003,663.8535119000003,663.8708608000002,664.8537544000005,664.8537544000005,c,1,0.9171638000002531,None,01,001,2023-10-09_13h15.54.320,motorsequencelearning,2023.1.3,59.82499991045621,
